,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Rand
64305,5hQpdJsEba0sNGH3fEoYFD,Nat King Cole,Best Christmas Songs 2022 | For under the Mistletoe,Deck The Halls - Remastered 1999,0,68760,FALSE,0.684,0.437,9,-10.522,1,0.0491,0.742,1.63E-05,0.224,0.964,107.607,4,jazz,0.125142099
33607,4ft6nIUlDAbhxQdgHN0gIW,PHARAOH,Pink Phloyd,Одним целым,48,165600,FALSE,0.625,0.464,0,-9.118,0,0.089,0.583,2.87E-06,0.0907,0.343,100.141,4,emo,0.844409147
74085,5JpyE359EeMFUxMNlitKqq,Jorge Aragão,Ao vivo 2,Papel de pão - Ao vivo,47,241666,FALSE,0.492,0.775,2,-9.836,0,0.0373,0.653,0.0469,0.41,0.811,155.835,4,mpb,0.86021862
29746,5zJkRl2lsuP1bD1djEodCZ,ATLiens,Obsidian Vortex,Obsidian Vortex,48,162253,FALSE,0.743,0.986,1,-3.117,1,0.0914,0.0573,0.0286,0.122,0.185,141.997,4,dubstep,0.449731962
87591,0J4r8Vmq34tTWw0g0wanKP,Titãs,A Melhor Banda De Todos Os Tempos Da Última Semana,A Melhor Banda de Todos os Tempos da Última Semana,43,185466,FALSE,0.48,0.976,2,-3.24,1,0.0552,0.0224,0,0.145,0.941,165.812,4,r-n-b,0.869340384
9980,68TOCGr2dBNzgmQthIzO7O,Mato Seco;Circuito Reggae,Mato Seco,"Mato Seco ""Resistência""",42,262053,FALSE,0.822,0.352,9,-12.516,1,0.381,0.00115,1.85E-05,0.113,0.571,139.434,4,brazil,0.89897192
15853,0FtuxFKzjbVCQAA3UQZXll,Souly Had,B.L.I.S.S.,Crush,59,159813,FALSE,0.756,0.517,0,-8.122,1,0.0996,0.341,2.68E-05,0.103,0.267,110.064,1,chill,0.658822815
97434,3ZDTsC844hg77dU7JxFFy8,Inimigos Da HP,Inimigos Da HP 2006,"Vem Buscar O Que É Teu - Live From Tom Brasil,Săo Paulo,Brazil/2006",48,191680,FALSE,0.464,0.819,5,-4.984,1,0.168,0.399,0,0.896,0.54,79.849,4,sertanejo,0.167424954
85224,509LhtMXUxTHkIfjJrrlAC,Anberlin,Alternative Christmas 2022,"Christmas, Baby Please Come Home",0,162911,FALSE,0.438,0.907,8,-4.996,1,0.0361,4.32E-05,0,0.115,0.545,75.051,4,punk-rock,0.340495456
99188,3jRmcAEx2MruyBYjaOwc51,Lauren Spencer Smith,LUGNA HITS,Fingers Crossed,1,175344,FALSE,0.56,0.473,5,-7.23,1,0.0533,0.618,0,0.31,0.441,109.414,4,singer-songwriter,0.988042528
41849,47Ktp5pmAIFFHXTfMTZliv,Håkan Hellström,2 steg från paradise (Deluxe Version),Man måste dö några gånger innan man kan leva - Alternativ mix,22,295826,FALSE,0.58,0.897,2,-3.465,1,0.0475,0.0896,0,0.205,0.68,126.978,4,goth,0.535376766
1788,1PphwDVGRYmR7tGMvdsfo5,The New Mastersounds,The Nashville Session,Burnt Back,19,224095,FALSE,0.537,0.903,9,-6.951,1,0.0503,0.452,0.852,0.126,0.843,111.801,4,afrobeat,0.555445542
82724,5Ogn4J7BiPGa797n3kEWHb,The 20 Belows,Late Nights,Reasons,19,97201,TRUE,0.357,0.958,7,-2.997,1,0.0971,0.00016,1.16E-05,0.387,0.426,137.711,4,power-pop,0.672382441
89179,16xB3vOZZwhq0TCnuOqfEh,Anuel AA;KAROL G,Frescura y Perreo,Secreto,2,258799,FALSE,0.807,0.803,11,-4.156,1,0.126,0.6,0.0085,0.136,0.706,91.982,4,reggaeton,0.906569563
11843,6UcoVgHeHpCkBlPeYQ2Q7n,Rudy Vallee and His Connecticut Yankees,Halloween Classics: Songs That Scared The Bloomers Off Your Great-Grandma,With Her Head Tucked Underneath Her Arm,28,191466,FALSE,0.715,0.159,2,-12.138,0,0.134,0.923,0,0.5,0.485,97.34,4,british,0.971347018
5604,6R24kPF92YaMvsK6K2Cpyv,小畑貴裕,約束のネバーランド Season1 Original Soundtrack,イザベラの唄 (Mandolin Version),47,149200,FALSE,0.521,0.281,10,-12.51,0,0.0312,0.817,0.924,0.118,0.199,112.087,3,anime,0.540258716
60224,7MMUmuPiGgSl95eTLgBfNS,Rygin King,Ruption,Ruption,25,184632,TRUE,0.656,0.873,1,-4.566,1,0.384,0.511,0,0.176,0.755,91.187,4,j-dance,0.800905523
57504,3zksbXteOCeSusJ5Xltr3t,Clairo,Bubble Gum,Bubble Gum,80,175960,FALSE,0.509,0.0167,9,-24.639,1,0.115,0.979,2.72E-05,0.387,0.229,207.97,3,indie,0.559986735
30752,0Ev562zA4pmUsBqjxsxxdx,Gryffin;ILLENIUM;Daya,Feel Good (feat. Daya),Feel Good (feat. Daya),67,248156,FALSE,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,4,edm,0.539520488
99468,7pgIbZ3tWdXLUAlofe3r2i,Prateek Kuhad,The Way That Lovers Do,Heartbroken,40,187733,FALSE,0.661,0.481,0,-10.962,1,0.0294,0.662,0.0791,0.0789,0.154,119.974,4,singer-songwriter,0.648948637
106454,26ddue2i7qw3ZDtnfSEuXx,Ikson,Island,Island,30,192000,FALSE,0.662,0.609,0,-5.394,0,0.0344,0.18,0.0534,0.0857,0.218,94.973,4,swedish,0.677676331
16953,3BCUHSTxd5zUogUsDMpwJ6,Wolfgang Amadeus Mozart;Netherlands Wind Ensemble;Edo de Waart,Mozart - Inspiring Classics,"Divertimento in E-Flat Major, K. 166/159d: IV. Adagio",3,79007,FALSE,0.156,0.0341,10,-18.552,1,0.0378,0.994,0.332,0.131,0.0398,73.238,4,classical,0.201023669
34916,0dNc4kZNk8JrdQCmrVPBqI,Tom Walker;Masked Wolf,Something Beautiful (feat. Masked Wolf),Something Beautiful (feat. Masked Wolf),59,186951,FALSE,0.615,0.746,10,-5.196,0,0.0683,0.186,0,0.233,0.361,89.872,4,folk,0.258907196
28431,17JPoL8niK2UzTEbwqPLvf,Caster;EMOTIONA,Spellbound,Spellbound,36,327254,FALSE,0.531,0.942,11,-4.011,1,0.088,0.000292,0.0101,0.0889,0.178,150.042,4,dub,0.678307781
15147,3FX9rMHZqWTpv5ZTR7TkpB,Pink Sweat$;Patrickananda,I Feel Good (Asia Edition),I Feel Good (feat. Patrickananda),42,135863,FALSE,0.765,0.781,11,-4.523,1,0.0542,0.0326,1.24E-05,0.0548,0.623,105.998,4,chill,0.193770919
74072,60SVKic93qC7WC7cdm3y4U,Raul Seixas,Abre-Te Sésamo,Aluga-Se,50,158266,FALSE,0.71,0.823,0,-8.713,1,0.0901,0.467,0,0.0982,0.967,143.138,4,mpb,0.475973656
68202,0fVm1yh9WTofuyCTm4FxPk,Jhayco;Bad Bunny,Feliz Cumpleaños con Perreo,CÓMO SE SIENTE - Remix,1,227520,TRUE,0.807,0.606,3,-8.871,0,0.0872,0.0946,0,0.119,0.304,92.988,4,latino,0.070849477
91487,453sNAmiyjCqcJQn9cOjUA,Alejandro Sanz,Halloween 2022 Pop Vol. 2,No Tengo Nada,0,225599,FALSE,0.534,0.614,10,-6.69,1,0.0406,0.557,0,0.199,0.238,147.739,4,rock,0.412985082
89681,5fLunXV4vxS9HDpnUFS1za,Joey Montana;Lalo Ebratt,Hora del taco sin auto,No Te Va,0,204880,FALSE,0.844,0.934,7,-1.223,0,0.078,0.17,0.000121,0.134,0.647,96.983,4,reggaeton,0.675321328
78607,4FXX4P3dxc1JMBx5wVRJ5N,Tream;treamiboii;HBz,LEBENSLANG (HBz Remix),LEBENSLANG - HBz Remix,73,170783,TRUE,0.774,0.752,1,-5.534,1,0.137,0.0481,0,0.0719,0.546,139.965,4,party,0.957841097
113062,3ebqpN2hFJNeTuTTI5G0nd,Hillsong Worship;TAYA,There Is More,So Will I (100 Billion X) - Live,56,424386,FALSE,0.307,0.587,2,-8.503,1,0.0343,0.00594,0,0.698,0.0981,127.551,4,world-music,0.898593658
74492,1PJav3utD7mvErlUwKC40c,Secos & Molhados,Dois momentos,Flores astrais,42,233560,FALSE,0.422,0.715,2,-8.974,1,0.0317,0.322,0.0179,0.126,0.586,164.708,4,mpb,0.36236305
94371,7r8lp6nukhNPK9QPC79k30,Papithbk,Are You Ready?,Are You Ready?,59,134844,FALSE,0.841,0.519,8,-9.814,0,0.0475,0.0694,0,0.0672,0.132,106.97,4,sad,0.638310598
28106,5lXNcc8QeM9KpAWNHAL0iS,Porter Robinson,Nurture,Look at the Sky,59,309985,FALSE,0.568,0.564,6,-8.231,1,0.0273,0.0105,0.000127,0.0766,0.385,115.059,4,dub,0.401969778
26477,5zLK4hQMtKkLG0gSKpaXiG,Søren Launbjerg;Tritonus Koret,Aladdin (Originalt Dansk Soundtrack),Et Skridt Foran,22,143840,FALSE,0.568,0.433,4,-13.81,0,0.0952,0.537,0,0.721,0.596,122.861,4,disney,0.920847316
34556,2odjgKK81rxzEDpxPQ968z,Piyush Mishra,Baarish Ka Bandhan,Baarish Ka Bandhan,35,65200,FALSE,0.544,0.45,8,-7.253,1,0.893,0.799,0,0.151,0.585,186.231,5,folk,0.109993377
29755,6OiOs0sxOk3vxuEjFBwAhn,Kill Paris,where r u,where r u,50,194579,FALSE,0.637,0.526,7,-8.86,1,0.0677,0.0336,0.424,0.148,0.156,106.998,4,dubstep,0.194219189
50538,4JOIXaZAdnlWJVzY4JTfKd,Riff,Contenidos,Me Tienen Cansado,24,152613,FALSE,0.497,0.674,0,-9.344,1,0.0513,0.000748,0.00118,0.152,0.133,139.626,4,heavy-metal,0.357074627
35432,5kIT3tcYmokpAXuZ6yRyav,Silvanno Salles,Água de Chuva,Água de Chuva,41,241070,FALSE,0.673,0.531,10,-13.633,1,0.0429,0.8,0,0.145,0.726,138.998,4,forro,0.543030184
93915,10dRAfdjN1E4RzhyWMpgjc,"Группа ""Загадка""",Золотые застольные песни. Часть шестая,Сирень-черемуха,0,152106,FALSE,0.424,0.199,7,-9.449,0,0.029,0.825,0,0.248,0.501,90.202,4,romance,0.270775383
15273,3DmK9CjTb6DMgnveSK5Sr5,Peter Fenn,Here for You,Here for You,53,167072,FALSE,0.642,0.367,4,-9.992,1,0.0297,0.791,5.31E-05,0.0845,0.516,102.002,4,chill,0.457107921
36236,1G3QPQkoXvpChjNUhd6Tfs,Jean-Philippe Rameau;Víkingur Ólafsson,"Rameau, Ólafsson: The Arts and the Hours",The Arts and the Hours,64,285442,FALSE,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4,french,0.525185004
105597,7h8QCTJw2hDrOR3ygyVHpN,Nathan Kawanishi,Nostalgia,Hatagaya Greenways,11,103225,FALSE,0.467,0.349,6,-10.731,1,0.044,0.919,0.83,0.11,0.105,148.952,4,study,0.921894906
87545,10F7heFOB5AW5YNQdJPKnq,Legião Urbana,Legiao Urbana V,Sereníssima,43,241733,FALSE,0.376,0.768,7,-13.587,1,0.0342,0.00795,0.00435,0.355,0.86,174.135,4,r-n-b,0.88050724
32689,6Iy8xJ0D2c7lCftPy0mlJA,LOUTA,COCO SHANEL,COCO SHANEL,37,190967,FALSE,0.762,0.806,5,-4.206,0,0.0657,0.29,5.47E-05,0.118,0.636,92.924,4,electronic,0.062176256
2876,6sUGVATdMTiXz4dDJV6Y5C,Tan Bionica,Canciones del Huracan + Wonderful Noches,La Ensalada,45,321333,FALSE,0.527,0.833,7,-5.977,1,0.0534,0.000105,0,0.138,0.579,122.036,4,alt-rock,0.864183371
11645,73M2Vb5MfZh8iGKudkMtlw,Bombay Bicycle Club,I Had The Blues But I Shook Them Loose,Always Like This,64,245640,FALSE,0.659,0.591,1,-6.713,1,0.0313,0.441,0.000861,0.0862,0.707,121.14,4,british,0.693491152
30532,1WCEAGGRD066z2Q89ObXTq,David Guetta;Becky Hill;Ella Henderson,Crazy What Love Can Do,Crazy What Love Can Do,85,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,edm,0.698607122
58780,5hfA2BeYLbBukMAPXJNzdI,Sevendust,Best Of (Chapter One 1997-2004),Praise,23,221960,TRUE,0.563,0.906,6,-3.407,1,0.108,0.000186,8.21E-06,0.0204,0.449,131.88,4,industrial,0.570509503
1471,6k0gBOHRIUoRU5NxUPq1uO,BaianaSystem,ATO 1: Navio Pirata,Raminho,21,78390,FALSE,0.548,0.691,7,-8.069,0,0.0404,0.917,0.00683,0.338,0.92,145.933,3,afrobeat,0.214746779
29186,2oL0HIuo0cxIycDtJWbpuN,ILLENIUM;Said The Sky,Awake,Where'd U Go,53,184556,FALSE,0.463,0.638,2,-4.37,1,0.0693,0.0299,3.19E-05,0.0876,0.278,186.095,4,dubstep,0.571260503
110592,090LRdcD8Tzjmu0VTyvjqr,Shogun;Neo Tokyo,ASOT 1079 - A State Of Trance Episode 1079,Gasoline (ASOT 1079),52,109070,FALSE,0.443,0.942,6,-8.496,1,0.0484,0.000472,0.79,0.146,0.536,132.054,4,trance,0.441794623
49583,3j3VJZGDs46BAwByN636Ek,Hardstyle Masterz;Max Enforcer,Light Of The Dark,Light Of The Dark - The Blackout Mix,21,427340,FALSE,0.674,0.727,6,-6.078,0,0.152,0.00394,0.71,0.0809,0.0744,148.004,4,hardstyle,0.906348952
76174,09lmsWO6rI8K2FBX8qVM6q,Bernward Koch,Walking through Clouds,Mysterious Way,27,181720,FALSE,0.137,0.0649,7,-19.028,0,0.035,0.933,0.935,0.115,0.0502,79.42,3,opera,0.123499797
82869,2dqmgtEy3ca7ElF4Dv0hdu,Old 97's,Satellite Rides,Buick City Complex,22,219906,FALSE,0.376,0.701,7,-7.556,1,0.0364,0.0912,0.0006,0.12,0.492,168.903,4,power-pop,0.882119799
33761,4nushtVyhmJXKMiHWA0NLH,LIL DUSTY G,INSECTS,INSECTS,57,158346,TRUE,0.582,0.397,2,-10.582,0,0.0453,0.379,0,0.0759,0.531,170.031,4,emo,0.269616466
87074,73bhxlCJIK9bwH0miqSxw9,Chuck Berry,On air 70's Hits,Route 66 - Stereo Remix,1,170173,FALSE,0.755,0.642,10,-11.849,1,0.0566,0.564,0.000105,0.0443,0.969,79.768,4,r-n-b,0.294333721
96165,60a5kYlSisLg8291QSfsh4,Diogo Nogueira,Bota Pra Tocar Tim Maia,Bota Pra Tocar Tim Maia,43,222577,FALSE,0.709,0.739,0,-5.827,1,0.0604,0.427,0,0.218,0.832,93.063,4,samba,0.813543851
17520,3xtySJF8p0GiNhSJE5TZTY,Daniel Deluxe,Ghostrunner (Original Soundtrack),Blood and Steel,36,163647,FALSE,0.696,0.326,2,-8.469,1,0.0513,0.00617,0.821,0.118,0.0376,110.004,4,club,0.705337136
67643,69z5PKKbmZqcS4l86UhPpR,Andrés Calamaro,Rock x siempre,Otro Amor En Avellaneda - Remastered 2017,0,144066,FALSE,0.637,0.572,11,-6.913,0,0.107,0.113,0,0.0645,0.615,138.177,4,latin,0.850515214
7587,0w8Akuz8cCGSJmfhWKXXlO,Old Crow Medicine Show,Best Of,Heart up in the Sky,24,223946,FALSE,0.473,0.588,2,-7.477,1,0.0531,0.661,0,0.114,0.948,182.906,4,bluegrass,0.843150046
253,0I0l2Oo5zjpCEphpDJL0Pm,Motohiro Hata,言ノ葉,Rain - Long Ver.,44,447306,FALSE,0.588,0.604,9,-7.602,1,0.024,0.343,6.86E-05,0.252,0.351,92.02,4,acoustic,0.952755195
90644,0Siww2WnFlL7BZDZFQNmRC,Nelson Ned,Antologia (Volumen 2),Yo También Soy Un Sentimental,31,215306,FALSE,0.259,0.388,9,-13.121,0,0.0413,0.5,0,0.0814,0.397,175.293,3,rock-n-roll,0.790671896
46007,09KVvb0849JV9TRFpTiY0l,Scooter;Timmy Trumpet,Paul Is Dead,Paul Is Dead,57,174291,FALSE,0.504,0.891,6,-4.175,0,0.126,0.33,8.65E-06,0.191,0.295,169.886,4,happy,0.208558003
69936,5dgeIhRpXiMw8mGRbPonfP,K. S. Harisankar,Neermathalam Poothakalam (Original Motion Picture Soundtrack),Anivagha Poothoren,18,137933,FALSE,0.411,0.411,4,-9.084,1,0.0326,0.512,0.0326,0.097,0.191,72.132,4,malay,0.189648279
1823,2cAz2Kjy2Zo1aFav7iITEC,Ikebe Shakedown,Ikebe Shakedown,Sakonsa,16,152040,FALSE,0.603,0.984,7,-6.256,1,0.0377,0.174,0.851,0.131,0.922,131.249,4,afrobeat,0.497764342
46904,7dUYGoiFxLuUHOa5Zeky1n,Evil Activities;The Viper,Evil's Greatest Activities,Raw To The Floor,17,320053,FALSE,0.475,0.959,11,-5.339,0,0.198,0.46,0.0927,0.0862,0.102,165.039,4,happy,0.065851408
105056,2MXFQr1vpjn0zydw33E6ZR,AHOSHI,Retro Days,Retro Days,45,104197,FALSE,0.722,0.376,10,-13.128,1,0.0984,0.494,0.711,0.182,0.365,83.015,4,study,0.794739054
58009,3AjZqmRivJhEVqbliY3yJa,Marilyn Manson,Anthems for Witches 2022,I Put A Spell On You,1,216735,TRUE,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3,industrial,0.134842639
42164,0nrxTAczlTJTx41oFal44O,Archagathus,Canadian Horse,Soap a Dope,16,64805,FALSE,0.302,0.98,2,-6.721,0,0.271,0.000374,0.00037,0.914,0.0614,122.276,4,grindcore,0.018353699
67479,0dtCfLOjqbpyNZ1x0rHvw2,Luis Fonsi;KAROL G;Andrés Torres;Mauricio Rengifo,Halloween 2022 Pop Vol. 4,Calypso - Remix,0,184066,FALSE,0.878,0.799,4,-2.029,1,0.104,0.09,6.00E-06,0.392,0.85,110.044,4,latin,0.727089983
23120,2n6qz4opcJlHsEpI8030YM,J. Worra;Leo Stannard,Check Out,Check Out,70,174138,FALSE,0.814,0.675,10,-6.761,0,0.042,0.00577,0.0818,0.0956,0.776,125,4,deep-house,0.991842561
66992,2Q3NTLkAu81vBJCUz7Aoyl,Cooltime Kids,Kids Christmas Favorites,Jingle Bell Rock,9,130240,FALSE,0.87,0.572,3,-4.671,1,0.0389,0.687,0,0.091,0.698,122.92,4,kids,0.605921039
11331,0bdqcSVL7vLWhaH21yjrqY,Lorne Balfe,Black Adam (Original Motion Picture Soundtrack),Not a Hero,19,82031,FALSE,0.426,0.538,1,-9.927,1,0.0316,0.229,0.544,0.111,0.0399,89.338,4,british,0.414891161
26971,1yC9u8emPEI2Qkp7SZSrxA,David Healer,Classical Piano Lullaby for Sleeping & Relaxation,Satie:Je Te Veux(Arr. for Piano by David Healer) - Piano Lullaby Version,17,137666,FALSE,0.782,0.0712,0,-23.379,1,0.0855,0.988,0.882,0.102,0.574,89.966,3,disney,0.9661595
41278,2uD115uDQ1XkAMmDvzISLT,Semblant,Lunar Manifesto,Dark of the Day,28,303320,FALSE,0.443,0.98,8,-3.491,1,0.139,5.04E-05,0.731,0.399,0.228,149.989,4,goth,0.99848663
57783,03mHinvLdrdSTd7w4GPXwH,Arctic Monkeys,I Ain't Quite Where I Think I Am,There’d Better Be A Mirrorball,56,265798,FALSE,0.511,0.367,3,-10.891,1,0.0319,0.642,0.0122,0.186,0.323,143.698,4,indie,0.73244396
50319,3Ua31lSgWbsIimqPZJdQcJ,Lörihen,Aún Sigo Latiendo,Cuando Tus Brazos Caen,25,288497,FALSE,0.445,0.82,1,-5.81,0,0.0398,0.00566,2.87E-06,0.238,0.421,106.931,4,heavy-metal,0.762480434
69156,19WKaVw42t88aLr04lH4Qk,NJ,Wish Hope Fly,Hope,37,198000,FALSE,0.891,0.777,9,-6.062,1,0.0827,0.337,1.29E-06,0.0632,0.487,119.958,4,malay,0.090948613
17343,4ybKmh6wn33ZppPpMxbqfV,Gost,Non Paradisi,Unum Infernum,20,248760,FALSE,0.485,0.934,0,-2.473,1,0.113,0.000151,0.811,0.379,0.219,68.51,4,club,0.998003347
16272,19L4q6RZGQBAM4MGnqQx7R,Robert Schumann;Pavel Nersessian,"Schumann, Poulenc & Others: Piano Works (Live in Japan, 2022)","Carnaval, Op. 9: No. 12, Chopin (Live in Japan, 2022)",0,70653,FALSE,0.345,0.024,5,-31.974,0,0.0346,0.994,0.912,0.112,0.12,66.09,5,classical,0.873075047
23839,1QJhtBw5LBWEqXJBCEHNaV,Melih Aydogan;Georgia Alexandra;Rivo,Will You Stay (feat. Georgia Alexandra) [Rivo Remix],Will You Stay (feat. Georgia Alexandra) [Rivo Remix],46,166416,FALSE,0.749,0.546,8,-10.767,0,0.207,0.463,0.00207,0.116,0.291,123.976,4,deep-house,0.7538952
67899,1Ix1m8dAJeXUFMCDGpP92R,Mijares,Halloween 2022 Pop Vol. 4,Para Amarnos Más,0,207800,FALSE,0.516,0.655,3,-9.322,1,0.036,0.0783,0.0105,0.106,0.284,140.368,4,latin,0.748772453
54927,0TH22YdQzlRHnWPYmSqStB,arai tasuku;köttur,Sin of Children: re,Henry and Viora lost themselves - 2021 Remastered,9,240000,FALSE,0.278,0.376,7,-9.032,1,0.0404,0.332,5.86E-05,0.122,0.0719,73.185,5,idm,0.404284093
38199,5Zwg9L8RVPl04ZCmfK7vdV,Ultrasonicas,Ultrasonicas,Vente en Mi Boca,36,100480,TRUE,0.479,0.915,9,-4.374,1,0.0502,0.000248,0.557,0.158,0.966,150.74,4,garage,0.173787977
26272,6BnfbWeDEOqQa8ct8OGyp2,Germaine Franco,Encanto (Deutscher Original Film-Soundtrack),Die Risse erscheinen,24,82746,FALSE,0.198,0.483,1,-14.552,1,0.0506,0.831,0.927,0.0979,0.234,76.592,3,disney,0.426346794
64434,6GjTQ9GfE9X0OqmvWfLsm4,Dean Martin,Christmas Playlist 2022,Let It Snow! Let It Snow! Let It Snow!,0,121026,FALSE,0.462,0.209,1,-15.251,1,0.0323,0.9,0,0.0514,0.765,133.988,4,jazz,0.015566131
113332,2hJtYiDfwn57achG9nuiyl,Chris Tomlin,Arriving,Unfailing Love,40,239973,FALSE,0.599,0.647,8,-5.846,1,0.0257,0.395,0,0.129,0.52,141.93,4,world-music,0.779666131
86813,68Pz2XleHmce26jXoP03RG,Charly García;Pedro Aznar,Tango,Pasajera en Trance,39,193920,FALSE,0.643,0.644,0,-8.748,1,0.0312,0.0646,0.0179,0.0323,0.901,98.37,4,punk,0.830693966
65342,7rwZD6MHLSuF2d9h5bnZPz,Alka Yagnik;Kumar Sanu,Bollywood Melody Queen (Alka Yagnik),"Chura Ke Dil Mera (From ""Main Khiladi Tu Anari"")",55,474653,FALSE,0.613,0.696,8,-9.486,0,0.0504,0.136,0.00222,0.053,0.874,122.056,4,k-pop,0.502665698
14285,7F6KAxIJ5BT9X2CXXE1LWj,Pinkfong,Pinkfong & Baby Shark Halloween Zumbi,Ônibus de Dia das Bruxas do Bebê Tubarão,0,92065,FALSE,0.672,0.578,9,-3.919,0,0.391,0.675,0,0.0823,0.464,110.448,4,children,0.342748603
55028,3f9dNrQR4stx9CCfpqZVSf,Pritam;Arijit Singh;Amitabh Bhattacharya,Brahmastra (Original Motion Picture Soundtrack),Rasiya Reprise,60,285000,FALSE,0.34,0.606,4,-8.517,1,0.0379,0.798,0.00205,0.0963,0.268,151.383,4,indian,0.486749965
83995,6X7t9Do69hFpUKbpgpMrBy,Albin Myers;ODZ,BLANDBAND VOL.1,pSyKoSeN,32,123821,TRUE,0.81,0.805,11,-8.419,0,0.0707,0.0136,0.426,0.198,0.753,126.131,4,progressive-house,0.399687882
92095,2Yrsev5D6RwqvPltgOmUcH,Brenda Lee,pov: you rock around the christmas tree,Blue Christmas,0,164240,FALSE,0.467,0.207,0,-11.064,1,0.0264,0.836,1.05E-06,0.127,0.247,90.02,4,rockabilly,0.06023707
72093,4Vb5Y6RQztThqqqFre24wL,Lamb of God,Ashes of the Wake (15th Anniversary),Omerta,60,285962,FALSE,0.413,0.982,6,-4.079,0,0.201,0.00242,0.00112,0.323,0.155,118.504,4,metalcore,0.438144653
21766,039C1uH7PyqfwQuCvpu7U7,Motto;Natoxie,Fatty Boom Boom (Boom It!),Fatty Boom Boom (Boom It!),27,123720,FALSE,0.928,0.751,10,-4.99,1,0.159,0.181,0,0.472,0.114,115.887,4,dancehall,0.713767105
76955,15BWs7Z2WDPH28iv5EM7bF,Andrea Bocelli;Cecilia Bartoli,Believe,I Believe,19,254688,FALSE,0.224,0.194,2,-12.53,1,0.0332,0.85,0.00617,0.111,0.198,107.995,4,opera,0.905189864
54802,3QxRTRRc57AoQROOYPpKKS,Satanicpornocultshop,Arkhaiomelisidonophunikheratos,New Years' Snow,34,320720,FALSE,0.391,0.277,2,-15.619,0,0.0558,0.871,0.181,0.207,0.216,109.533,3,idm,0.706789602
111951,6aBFjYfhZrgJtxiKaip1BH,Gramatik,"Beatz & Pieces, Vol. 1",Skylight,45,226333,FALSE,0.667,0.608,0,-6.071,1,0.11,0.0983,0.00186,0.336,0.684,90.045,4,trip-hop,0.283678509
8825,6JXPcSWXm39jsDD5Hf1Y4E,Ms. Jody,Ms. Jody's in the House,When Your Give a Damn Just Don't Give a Damn Anymore,34,383813,FALSE,0.812,0.639,4,-10.187,0,0.0412,0.112,0,0.236,0.918,98.007,4,blues,0.477634026
36829,1NFtRwFATrg3hkcgR7SeRB,Caballero & JeanJass,Double Hélice 2,SVP,34,250118,TRUE,0.903,0.647,2,-5.581,1,0.428,0.457,0,0.0853,0.71,139.906,4,french,0.824955994
6947,20k6wvqnsp9pyv4FaTf94h,Kvelertak,Kvelertak,Fossegrim - BBC Sessions 2010,18,203057,TRUE,0.269,0.922,7,-3.872,1,0.0773,2.14E-05,0.0134,0.0765,0.368,159.878,4,black-metal,0.993503546
105947,0EaAdxreF6MAcDnUHYZgpm,"Sarah, the Illstrumentalist",FLOWERS,Calendula,6,128774,FALSE,0.591,0.43,7,-8.031,1,0.0314,0.246,0.731,0.237,0.359,92.943,4,study,0.199401623
96572,1BSOKVzoPqJh6z6YzvJtkJ,Adoniran Barbosa,Para Sempre,Saudosa Maloca,38,140706,FALSE,0.683,0.53,6,-15.133,0,0.269,0.647,3.31E-06,0.109,0.767,96.881,4,samba,0.524198547
91869,2JEACiM9PXIHN4N5PMAubq,James Blunt,Good Enough - Easy Pop,You're Beautiful,0,209493,TRUE,0.675,0.479,0,-9.87,0,0.0278,0.633,1.81E-05,0.0881,0.454,81.993,4,rock,0.768676246
90480,2ko3qA1QJZ7nla7XDImYHv,Los Apson,12 Grandes exitos Vol. 2,Barba azul - Let's Do The limbo,32,170000,FALSE,0.669,0.728,7,-7.796,1,0.0501,0.426,0,0.152,0.788,137.174,4,rock-n-roll,0.711461703
15538,0UKo9bV69oMsEBIm6BsyIG,Panjabi Hit Squad;Rahat Fateh Ali Khan,World Famous,Dil Mera,30,270226,FALSE,0.703,0.892,2,-3.433,0,0.0422,0.255,0.000191,0.576,0.885,104.988,4,chill,0.839191548
22713,6SApp40IgmzwtQubIjB3Ce,DevilDriver,Trust No One,Bad Deeds,22,226104,TRUE,0.189,0.985,1,-4.909,1,0.244,0.000193,2.60E-05,0.422,0.191,198.444,4,death-metal,0.290239065
75128,3bv2UOKpJNbschLAVXjvIr,Yanni,Yanni Live At The Acropolis,Within Attraction - Live,43,466733,FALSE,0.422,0.716,4,-10.699,0,0.066,0.392,0.000332,0.965,0.501,167.956,1,new-age,0.020441073
81732,43GfQ1SC17rBWiHkOtdwK8,Atif Aslam;Shirley Setia;Dj Chetas,Jab Koi Baat - Recreated,Jab Koi Baat - Recreated,66,192228,FALSE,0.667,0.621,5,-5.697,1,0.0271,0.47,4.15E-05,0.13,0.451,106.032,4,pop,0.545104286
